,Company name,Inactive,Quoted,Branch,OwnData,Woco,R/O Full Postcode,Registered number,Primary UK SIC (2007) code,Latest accounts date,Company status,Credit score date,Credit score indicator,"Likelihood of failure (%)
%","Credit limit (GBP)
GBP",Previous credit score date,Previous credit score indicator,Ultimate owner,"Total Assets
m EUR",Return on Shareholders Funds (%),"Operating revenue (Turnover)
m EUR",Return on Capital Employed (%),Return on Total Assets (%),Profit margin (%),Gross margin (%),Berry ratio,EBIT margin (%),EBITDA margin (%),Net Assets Turnover (x),Fixed Assets Turnover (x),Interest Cover (x),Stock Turnover (x),Debtors Turnover (x),Debtor Collection (days),Creditors Payment (days),Current ratio (x),Liquidity ratio (x),Shareholders liquidity ratio (x),Solvency ratio (Asset based) (%),Solvency ratio (Liability based) (%),Gearing (%),"Profit per employee (unit)
EUR","Shareholders Funds per employee
EUR","Cash In(Out)flow Operat. Activ.
m EUR","Cash In(Out)flow Ret. On Invest.
m EUR","Capital Expenditure & Financ. Invest.
m EUR","Cash Out(In)flow from Financing
m EUR","Increase (Decrease) Cash & Equiv.
m EUR",Year,Final credit score,Credit Group
1632,ST GEORGE CAPITAL LIMITED,No,No,No,No,No,EC2A 2RS,9671859,64202,31/12/2020,Active,2021,Secure,2.2,"459,425",2019,Caution,IANUA AG,30,76.93,24,2.62,2.05,2.58,1.0,1,14.06,26.7,1.02,1.22,1.19,8.03,4.82,75.8,31.39,1.59,1.14,0.04,2.67,2.74,0.0,"4,595","5,973",3.0,0.0,0.0,-2.0,0.0,2018,81.0,3
1633,COOPER PROJECTS LIMITED,No,No,No,No,No,IP22 4YT,10121998,64204,31/10/2020,Active,2021,Secure,0.9,"540,000",2019,Secure,MIDWICH GROUP PLC,19,34.63,33,18.53,8.48,4.83,21.25,1,5.72,9.59,3.84,9.27,6.44,5.38,4.43,82.35,23.75,1.5,0.89,1.15,24.5,32.44,191.24,"28,018","80,906",1.0,0.0,0.0,1.0,1.0,2018,99.0,3
1634,TFHC INVESTMENTS LIMITED,No,No,No,No,No,SK9 3PE,9420290,70100,31/12/2019,Active,2021,Caution,11.2,500,2018,Secure,NORTHEDGE CAPITAL LLP,27,1.0,39,-34.41,-22.91,-15.82,51.11,1,-12.16,-1.89,2.18,1.83,-3.32,329.07,64.14,5.69,15.96,0.63,0.61,-0.34,-33.92,1.0,0.0,"-9,711",0,-1.0,0.0,-4.0,3.0,-2.0,2018,29.0,1
1635,PRESTIGE NURSING LIMITED,No,No,No,No,No,KT17 4PF,1006953,78200,31/08/2020,Active,2021,Secure,0.9,"142,995",2019,Secure,MR PIERRE BELLON,11,-55.95,39,-20.03,-7.62,-2.25,22.92,1,3.94,4.23,8.92,7.33,-5.96,3.58,8.32,43.86,2.2,0.87,0.87,0.56,13.62,15.77,393.15,-536,957,0.0,0.0,0.0,0.0,0.0,2018,95.0,3
1636,TOPAZ FINANCE LIMITED,No,No,No,No,No,BS13 8AE,5946900,64922,30/06/2020,Active,2021,Secure,0.9,"961,245",2019,Secure,COMPUTERSHARE LIMITED,14,-1.16,9,-0.99,-0.43,-0.66,12.9,1,-0.66,2.63,1.51,1.0,1.0,3.58,2.41,151.17,1.0,1.78,1.78,5.87,37.41,59.76,149.76,"-3,043",0,0.0,0.0,0.0,0.0,0.0,2018,97.0,3
1637,TDX (EUROPE) LIMITED,No,No,No,No,No,NE11 0NF,8680012,70100,31/12/2020,Active,2021,Secure,0.9,"368,351",2019,Secure,HC CAPITAL HOLDINGS 2002B-LT LP,17,17.48,33,13.06,4.59,2.33,17.01,1,3.1,7.61,5.61,4.84,3.98,13.14,4.92,74.23,56.2,0.91,0.68,2.96,26.28,35.65,148.48,"7,170","41,026",1.0,0.0,0.0,-1.0,0.0,2018,92.0,3
1638,VIVALDA GROUP PLC,No,No,No,No,No,NW10 6DJ,8121382,46130,31/12/2020,Active,2021,Secure,0.9,"831,722",2019,Secure,MR PETER JEREMY JOHNSON,17,26.26,37,25.62,19.11,8.71,28.71,1,8.71,9.42,2.94,6.36,693.44,20.36,6.66,54.8,23.22,2.58,2.15,40.09,72.78,1.0,7.24,"33,523","127,679",4.0,0.0,-1.0,0.0,3.0,2018,99.0,3
1639,LONGFIELD CHEMICALS (HOLDINGS) LIMITED,No,No,No,No,No,CW9 7LN,2011041,46760,31/10/2020,Active,2021,Secure,0.9,"251,078",2019,Secure,LONGFIELD CHEMICALS (HOLDINGS) LIMITED,19,-3.09,57,-2.94,-0.44,-0.15,3.89,1,0.4,0.49,20.18,720.58,0.73,8.7,4.64,78.68,33.33,1.17,0.77,19.55,14.12,16.44,361.17,"-6,353","205,911",0.0,0.0,0.0,-1.0,-1.0,2018,85.0,3
1640,SDS HOLDINGS LIMITED,No,No,No,No,No,BS24 7JP,6563334,64203,30/12/2020,Active,2021,Secure,0.9,"1,229,000",2019,Secure,MR PATRICK GABRIEL CULLEN,27,41.03,43,28.77,16.9,11.76,33.99,2,11.94,14.35,2.45,7.93,62.06,32.41,5.5,66.38,36.34,1.99,1.88,2.35,41.19,70.04,52.87,"26,386","64,309",4.0,0.0,-3.0,4.0,5.0,2018,99.0,3
1641,FAMILY INVESTMENT MANAGEMENT LIMITED,No,No,No,No,No,BN1 2RL,1915516,64999,31/12/2020,Active,2021,Secure,0.9,"114,277",2019,Secure,FAMILY ASSURANCE FRIENDLY SOCIETY LTD,6,5.69,37,5.69,1.47,0.23,7.44,1,0.23,2.63,24.23,1.0,1.0,3.58,4.27,1.13,1.0,1.35,1.35,0.0,25.78,34.74,223.37,0,0,0.0,0.0,0.0,0.0,0.0,2018,93.0,3
1642,STREAMLINE SHIPPING GROUP LIMITED,No,No,No,No,No,AB11 5PU,SC131956,52290,31/12/2020,Active,2021,Secure,0.9,"305,466",2019,Secure,MR EDWARD STUART THORNILL ROBERTS,14,4.04,39,3.72,1.59,0.55,19.73,1,0.74,2.46,6.78,8.03,3.83,170.48,6.34,57.61,45.2,1.12,1.09,11.29,39.29,64.71,44.26,"1,159","28,651",0.0,0.0,0.0,0.0,0.0,2018,92.0,3
1643,TANDEM GROUP PLC,No,No,No,No,No,B35 7AG,616818,32300,31/12/2020,Active,2021,Secure,0.9,"653,367",2019,Secure,TANDEM GROUP PLC,27,15.09,36,11.39,7.68,5.76,31.52,1,6.24,6.79,1.98,3.0,12.92,7.65,8.27,44.13,26.73,1.7,1.17,3.08,50.89,1.0,60.98,"25,313","167,777",1.0,0.0,0.0,0.0,1.0,2018,99.0,3
1644,OPTARE PLC,No,No,No,No,No,LS25 6PT,6481690,29100,31/03/2020,Active,2021,Caution,11.2,500,2019,Stable,ASHOK LEYLAND LIMITED,39,-300.47,31,-202.25,-42.92,-54.75,16.0,0,-47.25,-38.58,3.69,2.53,-6.3,1.52,16.44,22.21,91.9,0.88,0.22,2.06,14.28,16.66,349.48,"-52,973","17,630",-18.0,-2.0,0.0,18.0,-4.0,2018,28.0,1
1645,CARWOOD HOLDINGS LIMITED,No,No,No,No,No,CV3 2RQ,6394149,45310,31/08/2020,Active,2021,Secure,0.9,"1,237,000",2019,Secure,MR KEVIN PATRICK MULHOLLAND,28,22.88,39,22.82,17.0,12.24,1.0,1,11.73,12.7,1.86,34.1,1.0,12.26,6.45,56.62,39.21,3.76,3.32,328.8,74.28,1.0,0.3,"18,629","81,404",5.0,0.0,-2.0,0.0,1.0,2018,99.0,3
1646,G&P GROUP HOLDINGS LIMITED,No,No,No,No,No,B24 9FD,5585879,70100,31/12/2017,Active,2021,Secure,0.9,500,2019,Secure,MR CONSTANTINOS KYRIACOU,14,1.0,38,15.42,0.21,100.0,1.0,1,4.76,2.63,1.4,1.0,1.0,3.58,4.27,1.13,1.0,1.03,1.02,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2018,99.0,3
1647,ALESCO RISK MANAGEMENT SERVICES LIMITED,No,No,No,No,No,EC4N 8AW,6518638,65120,31/12/2020,Active,2021,Secure,0.9,"1,916,000",2019,Caution,ARTHUR J. GALLAGHER & CO.,37,51.48,41,48.62,27.88,25.07,1.0,1,24.2,24.5,1.94,144.28,1.0,3.58,4.27,1.13,1.0,2.33,2.33,17.0,54.14,1.0,16.96,0,0,0.0,0.0,0.0,0.0,0.0,2018,95.0,3
1648,RIMAPE LTD,No,No,No,No,No,BB1 3BB,6993380,45310,31/12/2020,Active,2021,Secure,0.9,"335,631",2019,Secure,RIMAPE LTD,12,32.51,49,29.99,17.54,4.34,7.28,3,4.4,4.59,6.91,20.2,58.86,16.41,14.46,25.24,16.49,1.93,1.33,11.9,53.94,1.0,10.44,"22,398","68,891",2.0,0.0,0.0,0.0,0.0,2018,99.0,3
1649,P. H. PROPERTIES LTD,No,No,No,No,No,NN5 7UA,3105620,16230,31/12/2020,Active,2021,Secure,0.9,"413,328",2019,Secure,P. H. PROPERTIES LTD,38,28.55,48,13.3,8.89,6.96,25.05,1,7.98,9.75,1.91,2.09,7.85,10.68,7.19,50.77,48.64,1.17,0.81,0.87,31.13,45.2,149.44,"10,489","36,737",5.0,0.0,-1.0,-2.0,1.0,2018,95.0,3
1650,AIREDALE CATERING EQUIPMENT GROUP LIMITED,No,No,No,No,No,BD4 8AG,8274332,33200,31/12/2020,Active,2021,Secure,0.9,"136,080",2019,Secure,RUBICON PARTNERS CO-INVEST SCSP,20,25.05,44,23.98,4.1,1.82,26.9,1,2.66,4.93,13.15,31.9,3.16,11.21,3.43,106.26,62.46,1.12,0.88,22.37,16.37,19.58,197.33,"2,672","10,666",-1.0,0.0,0.0,1.0,0.0,2018,86.0,3
1651,ECORYS UK LIMITED,No,No,No,No,No,B1 2RA,1650169,70229,31/12/2020,Active,2021,Secure,0.9,"252,768",2019,Secure,ECORYS B.V.,17,31.98,39,16.13,4.79,2.05,46.45,1,2.17,2.75,7.87,22.22,12.2,3.58,3.34,109.32,18.67,1.27,1.27,1.02,14.97,17.61,174.0,"3,423","10,702",0.0,0.0,0.0,0.0,0.0,2018,99.0,3
1652,THE CURRENCY CLOUD GROUP LIMITED,No,No,No,No,No,EC4V 6JA,6324658,64205,31/12/2020,Active,2021,Secure,0.9,"1,001,000",2019,Secure,VISA INC,27,1.0,23,469.22,-36.16,-43.6,53.37,1,-42.63,-40.7,1.4,40.46,-43.59,3.58,15.54,23.5,14.04,0.91,0.91,-1.75,-17.99,1.0,0.0,"-58,561",0,-9.0,0.0,0.0,12.0,2.0,2018,88.0,3
1653,AT JONES HOLDINGS LIMITED,No,No,No,No,No,PO16 7ET,5431412,43999,30/09/2020,Active,2021,Secure,0.9,"34,862",2019,Secure,MR DALE THOMAS HARPER-JONES,7,29.55,18,25.73,6.27,2.35,25.49,1,2.55,4.69,10.97,24.08,12.7,3.58,5.57,65.58,66.32,1.18,1.18,6.73,21.21,26.91,28.04,"8,248","27,910",1.0,0.0,0.0,0.0,0.0,2018,86.0,3
1654,SUEZ RECYCLING AND RECOVERY NORTH EAST LTD,No,No,No,No,No,SL6 1ES,2331133,38210,31/12/2020,Active,2021,Stable,2.2,"29,669",2019,Caution,VEOLIA ENVIRONNEMENT,27,1.0,36,-147.2,-1.5,-1.12,18.94,1,-0.26,2.56,131.17,1.5,-0.3,537.57,4.27,1.13,1.0,0.11,0.11,-0.92,-11.98,1.0,0.0,"-2,503",0,0.0,0.0,0.0,0.0,0.0,2018,77.0,3
1655,BARJANE INTERNATIONAL GROUP LIMITED,No,No,No,No,No,SW10 0XD,10144945,64209,31/12/2020,Active,2021,Secure,0.9,"6,572,000",2019,Secure,BARJANE INTERNATIONAL GROUP LIMITED,499,60.9,41,4.53,3.77,45.95,64.04,3,64.73,68.46,0.1,0.1,3.37,11.97,6.34,57.61,61.69,1.21,1.17,0.08,6.2,6.61,0.0,"553,270",0,12.0,-8.0,-28.0,15.0,-8.0,2018,95.0,3
1656,DAVID WOOD & ASSOCIATES LIMITED,No,No,No,No,No,NW1 3BF,3160384,73110,31/12/2019,Active,2021,Secure,0.9,"169,012",2018,Normal,DENTSU GROUP INC.,13,60.53,30,59.84,6.22,2.69,18.83,1,2.69,2.91,22.23,123.24,1.0,3.58,5.71,63.95,54.89,1.1,1.1,86.5,10.28,11.46,6.52,"20,839","34,429",9.0,0.0,0.0,-10.0,-1.0,2018,88.0,3
1657,YOUR HOMES NEWCASTLE LIMITED,No,No,No,No,No,NE1 8PR,5076256,68201,31/03/2021,Active,2021,Caution,11.2,500,2020,Caution,IWG PLC,22,1.0,43,-34.69,-23.51,-11.92,1.0,1,-9.75,-2.08,2.91,11.85,-4.18,78.5,26.64,13.7,1.0,2.59,2.51,-0.59,-98.94,1.0,0.0,"-7,135",0,1.0,0.0,-1.0,0.0,-1.0,2018,25.0,1
1658,GRESHAM HOUSE ASSET MANAGEMENT LIMITED,No,No,No,No,No,EC4A 3TW,9447087,64999,31/12/2020,Active,2021,Secure,0.9,"2,223,000",2019,Secure,GRESHAM HOUSE PLC,53,1.27,7,1.13,1.13,8.58,1.0,1,8.43,23.57,0.13,0.18,1.0,3.58,7.14,51.13,10.68,38.91,38.91,8.41,88.76,1.0,11.89,"60,206",0,0.0,0.0,0.0,0.0,0.0,2018,93.0,3
1659,WHITE & CASE (EUROPE) LLP,No,No,No,No,No,EC2N 1DW,OC300102,69102,31/12/2020,Active,2021,Secure,0.9,"3,357,000",2019,Secure,WHITE & CASE LLP,75,34.59,44,20.55,13.75,23.37,1.0,1,23.37,27.99,0.88,12.05,1.0,3.58,2.63,138.61,3.86,2.87,2.87,1.46,39.74,65.95,141.81,"74,639","215,754",1.0,0.0,-3.0,0.0,-2.0,2018,95.0,3
1660,HELSTON GARAGES GROUP (MANAGEMENT) LIMITED,No,No,No,No,No,TR13 8RD,2113367,70100,31/12/2020,Active,2021,Secure,0.9,"89,855",2019,Secure,HELSTON GARAGES GROUP LIMITED,3,12.0,36,12.0,9.12,0.83,0.85,56,0.83,2.63,14.41,1.0,1.0,3.58,4.27,1.13,1.0,4.16,4.16,0.0,75.99,1.0,0.0,268,"2,232",0.0,0.0,0.0,0.0,0.0,2018,85.0,3
1661,RSM UK TAX AND ADVISORY SERVICES LLP,No,No,No,No,No,EC4A 4AB,OC325348,69201,31/03/2021,Active,2021,Normal,4.2,"1,944,000",2020,Normal,IWG PLC,24,1.0,31,15.42,0.21,100.0,97.99,61,96.38,97.79,1.3,35.65,1.0,3.58,5.08,71.83,1.0,31.66,31.66,0.34,24.64,32.69,294.2,0,0,0.0,0.0,0.0,0.0,0.0,2018,41.0,2
1662,ALLSPRING GLOBAL INVESTMENTS (UK) LIMITED,No,No,No,No,No,EC2A 2RS,3710963,66300,31/12/2020,Active,2021,Secure,2.2,"2,734,000",2019,Secure,WELLS FARGO & COMPANY,102,-11.96,8,-11.96,-11.39,100.0,100.0,0,4.76,2.63,0.08,22.13,1.0,3.58,23.99,15.21,30.5,20.95,20.95,0.0,95.24,1.0,0.0,"-307,169",0,0.0,0.0,0.0,0.0,0.0,2018,81.0,3
1663,ASTA MANAGING AGENCY LTD,No,No,No,No,No,EC3A 7LL,1918744,65120,31/12/2020,Active,2021,Secure,0.9,"1,430,000",2019,Caution,ASTA CAPITAL LIMITED,12,327.36,41,196.44,108.69,32.03,1.0,1,31.4,32.22,6.13,1.0,1.0,3.58,10.32,35.39,1.0,2.24,2.24,1.5,33.2,49.7,66.65,"134,117","40,969",0.0,0.0,0.0,0.0,0.0,2018,92.0,3
1664,RUSSELL-COOKE LLP,No,No,No,No,No,WC1R 4BX,OC327450,69102,30/06/2020,Active,2021,Secure,0.9,"2,124,000",2019,Secure,RUSSELL-COOKE LLP,33,1.0,39,15.42,0.21,100.0,1.0,1,32.61,34.63,1.38,11.28,1.0,4.33,7.04,51.85,6.08,6.24,4.34,0.3,19.6,24.38,341.59,0,"19,869",12.0,0.0,0.0,-13.0,-1.0,2018,93.0,3
1665,MORRIS & CO. (HANDLERS) LIMITED,No,No,No,No,No,DN11 0PS,1240380,46770,01/10/2020,Active,2021,Secure,0.9,"416,480",2019,Secure,IWG PLC,15,83.99,29,50.64,14.84,7.97,13.41,3,8.52,11.08,6.35,4.73,15.48,20.7,5.18,70.41,61.44,0.86,0.73,1.52,17.67,21.47,263.98,"56,810","67,637",3.0,0.0,0.0,-1.0,1.0,2018,99.0,3
1666,CONDECO GROUP LIMITED,No,No,No,No,No,E14 9GE,9274241,62012,31/12/2020,Active,2021,Secure,0.9,"302,008",2019,Normal,CONDECO GROUP LIMITED,30,-159.46,34,-55.14,-21.66,-18.97,57.3,1,-18.46,-12.4,2.91,4.16,-35.4,14.03,3.44,105.97,29.29,1.2,1.06,0.53,13.59,15.72,189.21,"-18,582","11,654",-2.0,0.0,-5.0,9.0,2.0,2018,86.0,3
1667,HOLMPATRICK LIMITED,No,No,No,No,No,WA9 3EX,7853609,46520,31/12/2020,Active,2021,Secure,0.9,"912,557",2019,Secure,HOLMPATRICK LIMITED,38,6.94,40,6.92,6.01,5.72,28.46,1,5.72,7.33,1.21,3.45,1.0,2.31,5.36,68.14,18.24,5.26,1.82,405.55,86.56,1.0,2.45,"10,389","149,669",3.0,0.0,-3.0,0.0,0.0,2018,92.0,3
1668,KIND MANAGEMENT LIMITED,No,No,No,No,No,E11 3EQ,4365672,64203,31/12/2020,Active,2021,Stable,2.2,"23,975",2019,Secure,KIND MANAGEMENT LIMITED,21,44.11,46,43.31,11.5,5.34,15.54,2,5.31,5.54,8.11,104.96,1.0,43.12,3.93,92.78,82.6,1.33,1.27,54.33,26.07,35.25,1.84,"25,202","57,136",0.0,0.0,0.0,0.0,-1.0,2018,73.0,3
1669,LAWSON PARTNERS LIMITED,No,No,No,No,No,EC2Y 5AU,3661318,1460,31/12/2020,Active,2021,Secure,0.9,"1,283,000",2019,Secure,LAWSON PARTNERS LIMITED,45,11.01,34,8.14,6.67,8.72,18.6,1,4.38,7.64,0.93,0.96,18.27,6.43,12.47,29.26,32.12,1.13,0.47,2.83,60.53,1.0,51.86,"17,447","158,429",5.0,0.0,-6.0,0.0,-3.0,2018,99.0,3
1670,CREDERA LIMITED,No,No,No,No,No,SE1 0SW,2387340,70229,31/12/2020,Active,2021,Secure,0.9,"1,048,000",2020,Secure,CREDERA ENTERPRISES CO LLC,11,59.93,22,59.93,39.62,20.9,44.03,2,20.79,21.07,2.87,177.21,1.0,3.58,7.4,49.33,9.61,2.92,2.92,0.0,66.12,1.0,0.0,"68,744","114,714",2.0,0.0,0.0,0.0,2.0,2018,99.0,3
1671,KRESTON REEVES LLP,No,No,No,No,No,CT1 2TU,OC328775,70229,31/05/2021,Active,2021,Secure,0.9,"2,055,000",2020,Secure,KRESTON REEVES LLP,28,59.95,43,52.36,41.97,27.14,1.0,1,27.22,29.39,1.93,3.96,240.9,3.58,4.95,73.7,3.13,3.07,3.06,6.89,70.01,1.0,14.51,"23,638","39,428",12.0,0.0,-1.0,-7.0,3.0,2018,97.0,3
1672,NOW:PENSION TRUSTEE LTD.,No,No,No,No,No,EC3A 7BA,7768841,65300,31/12/2020,Active,2021,Stable,2.2,"47,781",2020,Normal,IWG PLC,5,1.0,18,-257.73,-59.74,-17.24,63.09,1,-17.34,2.63,14.95,1.0,1.0,3.58,11.45,31.89,38.26,1.3,1.3,-0.77,-76.68,1.0,0.0,"-385,290",0,0.0,0.0,0.0,0.0,0.0,2018,62.0,3
1673,THURSTON GROUP ESTATES LIMITED,No,No,No,No,No,WF4 6AJ,3591730,64209,31/10/2020,Active,2021,Secure,0.9,"507,294",2019,Normal,THURSTON HOLDINGS LIMITED,18,12.56,27,11.88,6.27,4.2,16.37,1,4.25,4.95,2.83,7.08,85.18,7.99,4.66,78.4,77.98,1.67,1.28,17.39,49.91,99.64,5.75,"5,221","41,563",0.0,0.0,-2.0,0.0,-2.0,2018,99.0,3
1674,LES CAVES HOLDINGS LIMITED,No,No,No,No,No,GU3 1LP,7448674,46342,31/03/2020,Active,2021,Secure,0.9,"105,112",2019,Secure,LES CAVES HOLDINGS LIMITED,18,29.61,41,24.66,5.76,2.61,20.72,1,2.73,3.74,9.46,13.75,12.27,6.32,5.42,67.34,74.28,1.09,0.64,4.98,19.44,24.13,24.47,"8,334","28,148",1.0,0.0,-1.0,0.0,0.0,2018,89.0,3
1675,AGE PARTNERSHIP LIMITED,No,No,No,No,No,LS15 8ZB,5265969,64999,31/12/2020,Active,2021,Normal,4.2,500,2019,Normal,MR ANDREW ROBIN THIRKILL,8,100.11,47,100.11,37.24,6.34,1.0,1,2.7,3.74,15.79,27.35,150.22,3.58,4.27,1.13,16.49,1.25,1.25,0.0,37.2,59.24,30.53,"5,395","5,389",3.0,2.0,0.0,0.0,1.0,2018,50.0,2
1676,MEACHERS GROUP INVESTMENTS LIMITED,No,No,No,No,No,SO16 0YS,3121085,49410,31/05/2021,Active,2021,Secure,0.9,"992,399",2020,Secure,MR ROBERT TERRIS,15,31.91,30,26.65,14.14,7.25,19.03,2,7.52,11.26,3.68,5.67,26.96,443.02,5.54,65.88,30.22,1.4,1.39,5.07,44.32,79.61,40.41,"14,201","44,506",5.0,0.0,-1.0,-1.0,2.0,2018,99.0,3
1677,MI VEHICLE FINANCE LIMITED,No,No,No,No,No,RG2  6AA,5643927,64910,31/03/2021,Active,2021,Caution,11.2,500,2020,Caution,INVESTEC PLC,174,1.0,9,-2.03,-1.35,-25.77,56.33,1,-25.77,2.63,0.08,0.07,1.0,3.58,21.46,17.01,116.15,0.76,0.76,-0.03,-2.22,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2018,35.0,1
1678,CCLA FUND MANAGERS LIMITED,No,No,No,No,No,EC4V 4ET,8735639,66300,31/03/2021,Active,2021,Secure,0.9,"1,013,000",2020,Secure,HSBC GLOBAL CUSTODY NOMINEE (UK) LTD A/C 830952,14,25.6,29,25.6,22.13,10.78,1.0,1,10.65,2.63,2.37,1.0,1.0,3.58,14.37,25.39,1.0,7.37,7.37,0.0,86.43,1.0,4.65,0,0,0.0,0.0,0.0,0.0,0.0,2018,86.0,3
1679,ACCESS SELF STORAGE (1) LIMITED,No,No,No,No,No,W1K 7TB,8468217,68209,31/03/2021,Active,2021,Secure,0.9,"1,038,000",2020,Secure,OAKDENE FINANCE LIMITED,25,21.95,39,21.95,15.86,10.09,1.0,1,10.07,14.95,2.17,2.72,1.0,3.58,100.77,3.62,0.33,1.52,1.52,0.0,72.29,1.0,14.86,"34,921","159,125",2.0,0.0,-1.0,0.0,2.0,2018,95.0,3
1680,"PORTFOLIO COMPANY ADVISORS EUROPE, LLP",No,No,No,No,No,EC1A 4HD,OC381949,66190,31/12/2020,Active,2021,Secure,0.9,"2,820,000",2019,Secure,IWG PLC,18,98.13,34,98.13,97.59,52.64,1.0,1,52.65,2.63,1.86,1.0,1.0,3.58,4.27,1.13,0.18,1.03,1.02,0.0,99.44,1.0,0.0,"1,487,423",0,10.0,0.0,0.0,-11.0,-1.0,2018,89.0,3
1681,4 BG GROUP LTD,No,No,No,No,No,CO10 1XR,7118169,32990,30/11/2020,Active,2021,Secure,0.9,"680,500",2019,Secure,FORBI-PI LIMITED,24,45.89,36,15.7,8.82,5.71,33.91,1,6.13,7.45,2.75,8.23,13.9,4.91,4.1,88.97,40.58,1.85,1.14,0.52,19.22,23.79,232.8,"10,371","22,600",1.0,0.0,-1.0,1.0,1.0,2018,99.0,3
1682,C&D FOODS (UK) UNLIMITED,No,No,No,No,No,YO25 9DJ,5141595,70100,30/03/2016,Active,2021,Secure,14.5,500,2016,Secure,ABP FOOD GROUP UNLIMITED,14,1.0,38,15.42,0.21,100.0,1.0,1,4.76,2.63,1.4,1.0,1.0,3.58,4.27,1.13,1.0,1.03,1.02,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2018,0.0,1
1683,THE CURRENCY CLOUD LIMITED,No,No,No,No,No,EC4V 6JA,6323311,66110,31/12/2020,Active,2021,Secure,0.9,"1,249,000",2019,Secure,VISA INC,85,6.37,22,6.37,0.15,0.55,53.06,1,0.55,2.63,11.5,1.0,1.0,3.58,15.77,23.14,7.72,1.02,1.02,0.0,2.29,2.34,0.0,"7,305","114,726",0.0,0.0,0.0,0.0,0.0,2018,86.0,3
1684,VIVONA BRANDS LIMITED,No,No,No,No,No,W12 7SL,9121451,70100,28/02/2018,Active,2021,Secure,0.9,500,2019,Secure,VB SWIFT ACQUISITIONS INC,24,1.0,40,3.69,1.75,1.04,38.16,1,5.78,7.85,3.56,10.95,1.22,5.52,5.47,66.77,16.68,1.61,1.03,-0.23,-14.4,1.0,0.0,"3,638",0,-1.0,-1.0,0.0,4.0,2.0,2018,99.0,3
1685,CLOSE ASSET MANAGEMENT (UK) LIMITED,No,No,No,No,No,EC2A 4FT,2998803,64999,31/07/2021,Active,2021,Secure,0.9,"1,777,000",2020,Secure,CLOSE BROTHERS GROUP PLC,43,43.68,31,43.68,14.18,19.52,35.74,2,19.51,2.63,2.24,1.0,1.0,3.58,4.27,1.13,1.04,1.48,1.48,0.0,32.46,48.06,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2018,95.0,3
1686,RADIS LIMITED,No,No,No,No,No,B77 4AS,3812402,88100,31/08/2020,Active,2021,Secure,0.9,"320,452",2019,Secure,RADIS LIMITED,7,6.93,33,6.27,3.68,0.81,26.0,1,0.83,1.44,7.75,37.82,39.33,3.58,9.92,36.8,0.77,2.13,2.13,9.48,53.06,1.0,19.51,153,"2,203",1.0,0.0,-1.0,0.0,0.0,2018,99.0,3
1687,VESSO LIMITED,No,No,No,No,No,DN2 4LT,9820243,70100,30/09/2019,Active,2021,Normal,4.2,500,2018,Normal,PRAESIDEIAN CAPITAL EUROPE MASTER LP,26,1.0,28,129.16,-14.26,-13.0,26.18,1,-5.39,0.55,1.4,1.8,-0.71,10.3,4.14,88.19,79.7,0.35,0.26,-3.42,-15.59,1.0,0.0,"-16,722",0,1.0,-2.0,0.0,1.0,0.0,2018,55.0,2
1688,ETHOS GROUP HOLDINGS LIMITED,No,No,No,No,No,EC3V 1LT,4623246,46510,31/05/2020,Active,2021,Secure,0.9,"412,083",2019,Secure,MRS MICHELLE NORRIS,14,1.0,38,15.42,0.21,100.0,1.0,1,4.76,2.63,1.4,1.0,1.0,3.58,4.27,1.13,1.0,1.03,1.02,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2018,95.0,3
1689,N.I.S. HOLDINGS LIMITED,No,No,No,No,No,PR7 1NH,1683789,70100,31/03/2021,Active,2021,Secure,0.9,"520,375",2020,Secure,N.I.S. HOLDINGS LIMITED,24,-7.57,33,-7.57,-3.07,-2.2,1.0,1,-2.01,-0.42,3.44,4.44,-9.91,234.12,4.76,76.75,50.66,1.15,1.14,0.0,40.57,68.26,52.55,"-2,937","38,803",2.0,0.0,0.0,0.0,1.0,2018,99.0,3
1690,ALPHA FX LIMITED,No,No,No,No,No,W2 1DG,5108142,64999,31/12/2020,Active,2021,Secure,0.9,"2,423,000",2019,Secure,ALPHA FX LIMITED,84,67.47,23,66.18,11.59,43.06,1.0,1,42.87,43.7,1.54,35.01,1.0,3.58,0.62,586.5,227.9,1.2,1.2,51.2,17.17,20.74,276.96,"164,819",0,0.0,0.0,0.0,0.0,0.0,2018,99.0,3
1691,TINDALL RILEY & CO LIMITED,No,No,No,No,No,EC4R 9AN,8451968,65120,31/12/2020,Active,2021,Secure,0.9,"1,164,000",2019,Secure,TR 2007 LIMITED,43,71.34,38,28.08,19.49,21.68,1.0,1,22.44,23.75,1.3,1.95,19.33,3.58,99.56,3.67,1.0,1.76,1.76,0.65,27.32,37.59,154.11,"44,342","62,152",0.0,0.0,0.0,0.0,-10.0,2018,89.0,3
